Lat,Lon
39.1651,122.1392
33.0377,115.6271
35.6147,119.6592
55.7655,120.2514
40.9673,76.7846
53.8769,122.7354
55.0516,117.2823
55.7584,118.7009
40.4609,109.5292
55.1629,118.8212
39.9974,78.2381
37.9887,103.5393
56.6812,111.3511
36.4865,80.7461
49.1696,122.9557
49.2287,122.8767
53.405,117.5853
54.1369,115.6953
49.0198,122.2665
53.5821,116.4248
49.1443,122.0069
34.6821,99.9145
53.2266,114.987
42.9835,82.1175
53.3381,113.544
38.8507,106.1401
43.1221,71.4799
29.7084,95.2278
46.9707,120.5384
52.2913,113.8491
41.4423,71.8012
49.3002,115.1159
53.2769,110.0368
51.2927,113.9987
38.3614,98.7535
32.4348,103.1198
49.1125,116.5237
38.618,121.5394
46.2627,119.0833
47.6209,117.5072
37.8556,121.2751
47.6637,117.3162
50.3475,113.7729
48.3706,114.2409
37.4645,121.1669
47.1741,114.8669
45.2844,118.0217
41.3499,74.6865
48.5125,111.8707
46.9556,114.1328
40.9021,74.7053
46.7571,114.082
50.0797,110.7732
36.1802,119.3334
49.4126,82.4281
25.9529,97.4184
51.2708,105.9945
47.4693,111.3643
39.6363,75.8086
40.4334,109.4986
40.534,76.4319
40.5336,76.4329
46.0032,112.6063
40.2943,109.989
50.4265,105.5454
45.9171,111.5975
50.4787,104.2913
47.4703,111.3578
43.7726,79.8787
40.6483,116.9426
45.7734,111.1986
43.8157,79.0601
46.0078,112.6123
43.7444,79.6088
43.6536,79.6491
41.6178,109.2344
36.7042,77.5529
45.6447,109.2484
49.9753,98.3308
45.7641,111.1854
41.1761,79.7393
45.8166,108.4137
48.6035,88.782
25.9258,80.2447
36.7172,78.1165
25.8838,80.364
25.7608,80.4811
47.1167,104.7354
46.3972,105.8224
35.3184,78.5743
47.9319,97.0956
35.2693,78.6155
47.8894,97.0865
35.4834,108.4301
47.7181,104.156
45.8123,108.415
36.8978,113.9085
46.8919,113.6127
46.8295,100.7287
33.3314,91.2842
28.376,80.8021
45.7424,107.61
42.1357,83.2393
36.783,114.141
30.8116,97.6121
46.8893,96.8359
33.6281,113.7692
33.6336,113.7686
45.8626,95.4205
34.6994,113.6103
34.6994,113.6103
38.5442,106.9346
36.8099,100.519
37.0605,113.5815
36.4178,99.3849
34.3268,112.1184
29.8144,82.1692
37.6459,98.7239
38.9955,110.1484
41.1181,85.1821
32.8119,111.6718
35.1381,82.1039
32.3748,99.0091
43.9645,90.3746
31.3388,110.9689
34.3683,97.966
34.501,97.9474
34.6405,97.9581
42.9984,89.2002
35.3779,97.5751
41.5786,87.24
41.8331,87.6915
42.0906,86.4126
41.8974,89.0658
42.4917,88.9986
42.1453,88.5091
42.3192,88.9698
46.8606,101.0096
42.1246,88.4713
42.28,89.2418
34.8144,91.5663
35.8805,83.7751
37.0828,97.0398
35.9605,83.8228
41.9342,89.0356
39.6147,86.0706
36.0108,83.9722
43.8141,103.2038
41.8233,89.4744
41.3751,88.7803
41.555,89.1082
35.8927,84.4396
41.4032,89.4699
42.4611,92.2485
39.4459,87.1249
40.9142,89.0549
35.4396,95.9791
40.4913,106.8501
43.3486,83.861
40.178,88.2403
39.4172,87.6934
39.7918,88.2868
40.3115,89.1685
40.1578,89.4113
34.0223,94.7418
41.0516,102.0717
39.8315,89.5793
39.7136,89.6473
38.2401,87.9986
39.732,89.924
41.4994,95.3367
37.0715,88.1237
40.8298,98.3807
38.4365,89.5337
38.3127,88.9573
41.0374,80.125
39.0896,94.6813
37.8359,92.0992
32.8716,104.4024
32.6756,114.4449
32.8423,104.3977
32.3879,104.2153
40.3695,82.8299
34.6196,89.953
31.4081,103.5197
32.4429,103.1604
31.8525,103.0682
32.739,103.164
32.7005,103.1501
37.2125,93.3811
31.5764,102.8871
28.7098,100.4642
32.7203,102.6562
32.3135,102.5673
31.4061,102.349
31.8734,102.4254
31.9437,102.1766
31.8454,102.3406
31.9918,102.0444
31.9964,102.1605
34.5288,101.7972
41.0343,77.5166
31.9843,102.0429
30.7011,101.2064
35.6095,115.391
32.1928,101.4801
30.5555,100.6509
36.3973,97.8189
32.7049,100.8656
29.7722,95.1247
35.3908,97.2662
35.2563,80.9811
41.7892,80.855
35.9569,83.9994
32.398,94.899
32.5431,95.7556
38.2936,112.6503
39.2516,112.104
48.1347,103.7851
38.2726,102.7229
35.3202,99.5173
31.2696,94.752
32.7443,97.6637
37.0074,88.4778
35.5297,108.6822
33.1804,97.838
31.8734,110.3413
33.6729,88.6675
33.7664,85.2954
30.5474,91.8803
34.7752,82.4643
40.2823,86.0411
40.6095,82.4821
38.2228,84.5398
33.0479,97.4732
53.5135,113.3117
40.9602,117.747
39.9206,83.4164
37.2417,85.8934
37.6987,85.909
39.0994,104.8338
32.4721,98.6553
30.2585,93.0643
41.2289,111.9489
33.3391,97.1814
31.8355,102.34
41.6328,85.885
32.4736,96.9755
32.2784,106.8894
35.2013,92.7346
34.1737,98.4637
39.2631,103.6785
35.1619,102.0103
32.6064,83.7705
30.0899,93.8207
44.2483,76.9507
33.2834,94.1552
35.1377,103.6968
32.2077,81.202
28.2254,81.6485
29.5827,82.0886
28.491,98.5495
36.7589,89.5657
41.838,75.7012
30.4626,91.25
35.2056,99.8668
41.1266,80.7033
30.7078,85.1852
37.8923,93.624
